2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-14.50343
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-18.16825
2019-05-08T13:12:23-04:00,-16.94665
2019-05-08T13:12:23-04:00,-15.72505
2019-05-08T13:12:23-04:00,-13.28183
2019-05-08T13:12:23-04:00,-14.50343
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-14.50343
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-14.50343
2019-05-08T13:12:23-04:00,-14.50343
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-14.50343
2019-05-08T13:12:23-04:00,-13.28183
2019-05-08T13:12:23-04:00,-14.50343
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-14.50343
2019-05-08T13:12:23-04:00,-13.28183
2019-05-08T13:12:23-04:00,-16.94665
2019-05-08T13:12:23-04:00,-16.94665
2019-05-08T13:12:23-04:00,-16.94665
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-16.94663
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-16.94665
2019-05-08T13:12:23-04:00,-15.72505
2019-05-08T13:12:23-04:00,-16.94665
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-16.94663
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-14.50343
2019-05-08T13:12:23-04:00,-18.16826
2019-05-08T13:12:23-04:00,-16.94665
2019-05-08T13:12:23-04:00,-18.16825
2019-05-08T13:12:23-04:00,-14.50342
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-15.72503
2019-05-08T13:12:23-04:00,-14.50343
2019-05-08T13:12:24-04:00,-14.50343
2019-05-08T13:12:24-04:00,-15.72503
2019-05-08T13:12:24-04:00,-15.72503
2019-05-08T13:12:24-04:00,-16.94663
2019-05-08T13:12:24-04:00,-16.94663
2019-05-08T13:12:24-04:00,-15.72503
2019-05-08T13:12:24-04:00,-14.50343
2019-05-08T13:12:24-04:00,-14.50343
2019-05-08T13:12:24-04:00,-15.72503
2019-05-08T13:12:24-04:00,-16.94663
2019-05-08T13:12:24-04:00,-16.94663
2019-05-08T13:12:24-04:00,-16.94663
2019-05-08T13:12:24-04:00,-15.72503
2019-05-08T13:12:24-04:00,-23.05469
2019-05-08T13:12:24-04:00,-23.05469
2019-05-08T13:12:24-04:00,-24.27629
2019-05-08T13:12:24-04:00,-16.94663
